Id,LotFrontage,LotArea,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
473,35.0,3675,6,2005,2005,80.0,459,547,1072,0,1072,1,0,5,0,2005.0,2,525,0,28,148000
474,110.0,14977,8,2006,2007,304.0,1350,1976,1976,0,1976,2,0,7,1,2006.0,3,908,250,63,440000
475,41.0,5330,8,2000,2000,0.0,1196,1494,1652,0,1652,2,0,6,0,2000.0,2,499,96,48,251000
476,80.0,8480,5,1963,1963,0.0,630,970,970,0,970,1,0,5,0,1996.0,2,624,0,24,132500
477,75.0,13125,6,1997,1998,215.0,994,1478,1493,0,1493,2,0,7,1,1997.0,2,508,140,39,208900
478,105.0,13693,9,2006,2006,772.0,0,2153,2069,574,2643,2,1,9,1,2006.0,3,694,414,84,380000
479,79.0,10637,8,2007,2008,336.0,1288,1705,1718,0,1718,2,0,7,1,2007.0,3,826,208,44,297000
480,50.0,5925,4,1937,2000,435.0,168,907,1131,0,1131,1,0,7,0,1995.0,2,672,0,72,89471
481,98.0,16033,9,2004,2005,378.0,1261,1833,1850,0,1850,2,0,8,1,2004.0,3,772,519,112,326000
482,72.0,11846,9,2003,2004,562.0,1567,1792,1792,0,1792,2,0,6,1,2003.0,3,874,206,49,374000
483,50.0,2500,7,1915,2005,0.0,299,910,916,910,1826,1,1,7,1,1915.0,1,164,0,0,155000
484,32.0,4500,6,1998,1998,116.0,897,1216,1216,0,1216,2,0,5,0,1998.0,2,402,0,125,164000
485,70.04995836802665,7758,5,1962,2001,0.0,588,999,999,0,999,1,0,6,0,1963.0,1,264,0,132,132500
486,80.0,9600,5,1950,2007,0.0,607,1113,1113,0,1113,1,0,5,1,1950.0,1,264,0,80,147000
487,79.0,10289,5,1965,1965,168.0,836,1073,1073,0,1073,1,1,6,0,1965.0,2,515,0,0,156000
488,70.0,12243,5,1971,1971,0.0,998,1484,1484,0,1484,2,0,7,1,1971.0,2,487,224,0,175000
489,60.0,10800,5,1900,1970,0.0,664,954,1766,648,2414,2,0,10,1,1970.0,2,520,142,0,160000
490,21.0,1526,4,1970,2002,0.0,515,630,630,0,630,1,0,3,0,1970.0,1,286,0,0,86000
491,70.04995836802665,2665,5,1976,1976,0.0,0,264,616,688,1304,1,1,4,1,1976.0,1,336,141,24,115000
492,79.0,9490,6,1941,1950,0.0,403,806,958,620,1578,1,0,5,2,1941.0,1,240,0,0,133000
493,105.0,15578,6,2006,2006,0.0,0,728,728,728,1456,2,1,8,0,2006.0,2,429,0,0,172785
494,70.0,7931,5,1960,1960,0.0,374,1269,1269,0,1269,1,1,6,1,1964.0,1,308,0,0,155000
495,50.0,5784,5,1938,1996,0.0,0,190,886,0,886,1,0,4,0,1938.0,1,273,144,20,91300
496,60.0,7879,4,1920,1950,0.0,495,720,720,0,720,1,0,4,0,1978.5061638868744,0,0,0,523,34900
497,70.04995836802665,12692,8,1992,1993,0.0,1231,3200,3228,0,3228,3,0,10,1,1992.0,2,546,264,75,430000
498,60.0,9120,7,1925,1950,0.0,329,1026,1133,687,1820,2,0,8,0,1925.0,1,240,0,100,184000
499,65.0,7800,5,1967,2004,89.0,450,864,899,0,899,1,0,5,0,1967.0,1,288,64,0,130000
500,70.0,7535,5,1958,1985,0.0,111,912,912,0,912,1,0,5,0,1958.0,1,297,12,285,120000
501,21.0,1890,6,1973,1973,285.0,356,672,672,546,1218,1,1,7,0,1973.0,1,264,144,28,113000
502,75.0,9803,7,2005,2005,0.0,400,866,866,902,1768,2,1,7,0,2005.0,2,603,0,108,226700
503,70.0,9170,5,1965,1965,0.0,698,1214,1214,0,1214,1,0,6,0,1965.0,2,461,0,0,140000
504,100.0,15602,7,1959,1997,0.0,1247,1501,1801,0,1801,2,0,6,2,1959.0,2,484,0,54,289000
505,24.0,2308,6,1974,1974,0.0,257,855,855,467,1322,2,1,6,1,1974.0,2,440,260,0,147000
506,60.0,7596,5,1952,1952,360.0,0,960,960,1000,1960,2,0,10,0,1952.0,2,400,0,0,124500
507,80.0,9554,8,1993,1994,125.0,380,777,1065,846,1911,2,1,8,1,1993.0,2,471,182,81,215000
508,75.0,7862,6,2009,2009,0.0,27,1218,1218,0,1218,2,0,4,0,2009.0,2,676,0,102,208300
509,60.0,9600,7,1928,2005,0.0,141,689,689,689,1378,2,0,7,1,1928.0,2,360,0,0,161000
510,80.0,9600,5,1959,1959,132.0,991,1041,1041,0,1041,1,0,6,0,1959.0,1,270,224,88,124500
511,75.0,14559,5,1951,2000,70.0,650,1008,1363,0,1363,1,0,6,2,1951.0,1,288,324,42,164900
512,40.0,6792,7,2005,2006,94.0,0,1368,1368,0,1368,2,0,6,1,2005.0,2,474,132,35,202665
513,70.0,9100,5,1958,1958,0.0,521,864,864,0,864,1,0,5,0,1964.0,2,624,0,0,129900
514,71.0,9187,6,1983,1983,0.0,336,1084,1080,0,1080,1,1,5,0,1983.0,2,484,120,0,134000
515,55.0,10594,5,1926,1950,0.0,0,768,789,0,789,1,0,5,0,1926.0,1,200,0,0,96500
516,94.0,12220,10,2009,2009,305.0,1436,2006,2020,0,2020,2,1,9,1,2009.0,3,900,156,54,402861
517,70.04995836802665,10448,6,1972,1972,333.0,0,689,1378,741,2119,2,1,7,1,1972.0,2,583,0,104,158000
518,79.0,10208,7,1996,1997,921.0,0,1264,1277,1067,2344,2,1,7,1,1996.0,3,889,220,0,265000
519,70.04995836802665,9531,6,1998,1998,0.0,706,794,882,914,1796,2,1,7,0,1998.0,2,546,0,36,211000
520,53.0,10918,7,1926,2004,0.0,0,1276,1276,804,2080,1,1,9,2,1926.0,1,282,0,0,234000
521,60.0,10800,4,1900,2000,0.0,0,0,694,600,1294,2,0,7,0,1978.5061638868744,0,0,220,114,106250
522,90.0,11988,6,1957,1957,0.0,777,1244,1244,0,1244,1,1,6,2,1957.0,1,336,0,40,150000
523,50.0,5000,6,1947,1950,0.0,399,1004,1004,660,1664,2,0,7,2,1950.0,2,420,0,24,159000
524,130.0,40094,10,2007,2008,762.0,2260,3138,3138,1538,4676,3,1,11,1,2007.0,3,884,208,406,184750
525,95.0,11787,7,1996,1997,594.0,719,1379,1383,1015,2398,2,1,8,1,1996.0,3,834,239,60,315750
526,62.0,7500,7,2005,2005,0.0,0,1257,1266,0,1266,2,0,6,1,2005.0,2,453,38,144,176000
527,70.0,13300,5,1956,2000,0.0,377,928,928,0,928,1,0,4,0,1956.0,1,252,261,0,132000
528,67.0,14948,9,2008,2008,268.0,1330,1452,1476,1237,2713,2,1,11,1,2008.0,3,858,126,66,446261
529,58.0,9098,4,1920,2002,0.0,348,528,605,0,605,1,0,5,0,1978.5061638868744,0,0,0,0,86000
530,70.04995836802665,32668,6,1957,1975,103.68526170798899,1219,2035,2515,0,2515,3,0,9,2,1975.0,2,484,0,0,200624
531,85.0,10200,6,1988,1989,219.0,783,1461,1509,0,1509,2,0,5,1,1988.0,2,600,224,0,175000
532,60.0,6155,6,1920,1999,0.0,0,611,751,611,1362,2,0,6,0,1920.0,2,502,0,0,128000
533,60.0,7200,5,1955,2007,0.0,0,0,827,0,827,1,0,5,1,1967.0,1,392,0,0,107500
534,50.0,5000,1,1946,1950,0.0,0,0,334,0,334,1,0,2,0,1978.5061638868744,0,0,0,0,39300
535,74.0,9056,8,2004,2004,0.0,0,707,707,707,1414,2,1,6,1,2004.0,2,403,100,35,178000
536,70.0,7000,5,1910,1991,0.0,969,1117,820,527,1347,1,0,5,0,1978.5061638868744,0,0,85,0,107500
537,57.0,8924,7,1998,1999,0.0,0,880,880,844,1724,2,1,8,0,1998.0,2,527,120,155,188000
538,70.04995836802665,12735,4,1972,1972,0.0,600,864,864,0,864,1,0,5,0,1980.0,2,576,216,0,111250
539,70.04995836802665,11553,5,1968,1968,188.0,673,1051,1159,0,1159,1,1,7,1,1968.0,1,336,466,0,158000
540,70.04995836802665,11423,8,2001,2002,479.0,1358,1581,1601,0,1601,2,0,6,1,2001.0,2,670,180,0,272000
541,85.0,14601,9,2006,2006,584.0,1260,1838,1838,0,1838,2,0,8,1,2006.0,3,765,270,68,315000
542,70.04995836802665,11000,8,2000,2000,72.0,0,969,997,1288,2285,2,1,8,1,2000.0,3,648,0,56,248000
543,78.0,10140,7,1998,1999,0.0,144,1650,1680,0,1680,2,0,7,1,1998.0,2,583,78,73,213250
544,34.0,4058,7,1998,1998,182.0,584,723,767,0,767,1,0,4,0,1998.0,1,367,120,40,133000
545,58.0,17104,7,2006,2006,0.0,554,654,664,832,1496,2,1,7,1,2006.0,2,426,100,24,179665
546,70.04995836802665,13837,7,1988,1988,178.0,1002,1204,1377,806,2183,2,1,9,0,1988.0,3,786,0,0,229000
547,70.0,8737,6,1923,1950,0.0,300,1065,915,720,1635,1,1,6,1,1950.0,2,440,0,38,210000
548,54.0,7244,5,1970,1970,0.0,619,768,768,0,768,1,0,5,0,1987.0,2,624,104,0,129500
549,49.0,8235,5,1955,1995,0.0,180,825,825,0,825,1,0,4,0,1963.0,2,720,140,50,125000
550,75.0,9375,7,2003,2004,0.0,0,912,912,1182,2094,2,1,8,1,2003.0,2,615,182,182,263000
551,53.0,4043,6,1977,1977,0.0,559,1069,1069,0,1069,2,0,4,0,1977.0,2,440,0,55,140000
552,50.0,6000,5,1957,1957,0.0,308,928,928,0,928,1,0,5,0,1957.0,1,288,0,0,112500
553,87.0,11146,8,2006,2006,250.0,0,1709,1717,0,1717,2,0,7,1,2006.0,3,908,169,39,255500
554,67.0,8777,4,1949,2003,0.0,0,0,1126,0,1126,2,0,5,0,2002.0,2,520,0,96,108000
555,85.0,10625,7,2003,2004,292.0,866,998,1006,1040,2046,2,1,8,1,2003.0,3,871,320,62,284000
556,58.0,6380,5,1922,1950,0.0,0,993,1048,0,1048,1,0,5,1,1922.0,1,280,0,0,113000
557,69.0,14850,5,1957,1957,0.0,895,1092,1092,0,1092,1,0,6,1,1957.0,1,299,268,0,141000
558,60.0,11040,4,1920,1950,0.0,637,637,897,439,1336,1,1,7,0,1994.0,1,570,0,47,108000
559,57.0,21872,7,1996,1997,0.0,604,729,729,717,1446,2,1,6,1,1996.0,2,406,264,22,175000
560,70.04995836802665,3196,7,2003,2004,18.0,0,1374,1557,0,1557,2,0,7,1,2003.0,2,420,143,20,234000
561,70.04995836802665,11341,5,1957,1996,180.0,1302,1392,1392,0,1392,1,1,5,1,1957.0,2,528,0,0,121500
562,77.0,10010,5,1974,1975,0.0,1071,1389,1389,0,1389,1,0,6,1,1975.0,2,418,240,38,170000
563,63.0,13907,5,1940,1969,0.0,290,996,996,0,996,1,0,6,1,1978.5061638868744,0,0,144,0,108000
564,66.0,21780,6,1918,1950,0.0,0,1163,1163,511,1674,2,0,8,1,1955.0,2,396,72,36,185000
565,70.04995836802665,13346,7,1992,2000,0.0,728,1095,1166,1129,2295,2,1,9,1,1992.0,2,590,0,40,268000
566,66.0,6858,6,1915,1950,0.0,0,806,841,806,1647,1,1,6,0,1920.0,1,216,0,66,128000
567,77.0,11198,9,2005,2007,245.0,0,1122,1134,1370,2504,2,1,11,1,2005.0,3,656,144,39,325000
568,70.0,10171,7,2004,2004,168.0,2,1517,1535,0,1535,2,0,7,0,2004.0,2,532,0,0,214000
569,79.0,12327,8,1983,2009,0.0,1441,1496,1496,636,2132,1,1,5,1,1983.0,2,612,349,40,316600
570,70.04995836802665,7032,5,1979,1979,0.0,943,943,943,0,943,1,0,4,2,1979.0,2,600,42,0,135960
571,74.0,13101,5,1965,1965,108.0,231,1728,1728,0,1728,2,0,10,0,1987.0,2,576,0,0,142600
572,60.0,7332,6,1959,1959,207.0,414,864,864,0,864,1,0,4,0,1959.0,1,288,168,0,120000
573,83.0,13159,7,2009,2009,0.0,0,846,846,846,1692,2,1,6,0,2009.0,2,650,208,114,224500
574,76.0,9967,7,2000,2000,0.0,0,384,774,656,1430,2,1,8,1,2000.0,2,400,100,0,170000
575,70.0,10500,5,1971,2005,82.0,349,372,576,533,1109,1,0,5,0,1971.0,1,288,35,0,139000
576,80.0,8480,5,1947,1950,0.0,442,832,832,384,1216,1,0,6,0,1947.0,1,336,158,0,118500
577,52.0,6292,7,1928,1950,0.0,0,861,877,600,1477,2,0,6,1,1928.0,1,216,0,50,145000
578,96.0,11777,5,1966,1966,97.0,328,1164,1320,0,1320,1,0,6,2,1966.0,2,564,160,68,164500
579,34.0,3604,7,2007,2007,0.0,0,689,703,689,1392,2,0,5,0,2007.0,2,540,0,102,146000
580,81.0,12150,5,1954,1954,335.0,0,1050,1050,745,1795,2,0,7,0,1954.0,1,352,0,0,131500
581,70.04995836802665,14585,6,1960,1987,85.0,594,1144,1429,0,1429,1,0,7,2,1960.0,2,572,216,110,181900
582,98.0,12704,8,2008,2009,306.0,0,2042,2042,0,2042,2,1,8,1,2009.0,3,1390,0,90,253293
583,81.0,11841,6,1990,1990,104.0,816,816,816,0,816,1,0,5,0,1978.5061638868744,0,0,0,32,118500
584,75.0,13500,10,1893,2000,0.0,0,1237,1521,1254,2775,3,1,9,1,1988.0,2,880,105,502,325000
585,51.0,6120,4,1935,1995,0.0,0,884,989,584,1573,1,0,6,0,1935.0,1,240,0,0,133000
586,88.0,11443,8,2005,2006,208.0,1460,1868,2028,0,2028,2,0,7,2,2005.0,3,880,326,66,369900
587,55.0,10267,6,1918,2000,0.0,210,816,838,0,838,1,0,5,0,1961.0,1,275,0,0,130000
588,74.0,8740,5,1982,1982,0.0,672,840,860,0,860,1,0,4,0,1996.0,2,528,0,0,137000
589,65.0,25095,5,1968,2003,0.0,1324,1437,1473,0,1473,1,0,5,2,1968.0,1,452,0,48,143000
590,50.0,9100,5,1930,1960,0.0,0,742,779,0,935,1,0,4,0,1988.0,1,308,0,0,79500
591,64.0,8320,7,2004,2004,0.0,490,770,770,812,1582,2,1,6,0,2004.0,2,520,0,45,185900
592,97.0,13478,10,2008,2008,420.0,1338,1722,1728,568,2296,2,1,10,1,2008.0,3,842,382,274,451950
593,60.0,6600,5,1982,2003,0.0,816,816,816,0,816,1,0,4,0,1985.0,2,816,0,0,138000
594,70.04995836802665,4435,6,2003,2003,170.0,685,848,848,0,848,1,0,4,0,2003.0,2,420,140,0,140000
595,88.0,7990,5,1975,1975,0.0,0,924,924,0,924,1,0,5,0,1981.0,1,280,0,0,110000
596,69.0,11302,8,2005,2006,238.0,1422,1814,1826,0,1826,2,0,7,1,2005.0,3,758,180,75,319000
597,60.0,3600,6,1910,1993,0.0,0,684,684,684,1368,1,0,7,0,1930.0,1,216,0,158,114504
598,53.0,3922,7,2006,2007,72.0,0,1258,1402,0,1402,0,2,7,1,2006.0,3,648,120,16,194201
599,80.0,12984,5,1977,1977,459.0,1283,1430,1647,0,1647,2,0,7,1,1977.0,2,621,0,0,217500
600,24.0,1950,6,1980,1980,0.0,81,716,716,840,1556,2,1,6,1,1980.0,2,452,161,0,151000
601,74.0,10927,8,2005,2005,280.0,546,1058,1058,846,1904,2,1,8,1,2003.0,2,736,179,60,275000
602,50.0,9000,6,1937,1950,0.0,0,780,780,595,1375,1,1,6,1,1979.0,1,544,0,162,141000
603,80.0,10041,8,1992,1992,0.0,789,908,927,988,1915,2,1,8,1,1992.0,2,506,120,150,220000
604,30.0,3182,7,2004,2005,0.0,0,600,600,600,1200,2,1,4,0,2004.0,2,480,0,172,151000
605,88.0,12803,7,2002,2002,99.0,922,1494,1494,0,1494,2,0,6,1,2002.0,2,530,192,36,221000
606,85.0,13600,7,1965,1990,176.0,454,768,1186,800,1986,2,1,7,3,1965.0,2,486,0,42,205000
607,82.0,12464,5,1996,1996,0.0,732,1040,1040,0,1040,1,0,6,0,2000.0,2,576,168,0,152000
608,78.0,7800,5,1948,2002,0.0,603,896,1112,896,2008,3,0,8,0,1948.0,1,230,103,0,225000
609,78.0,12168,8,1934,1998,0.0,428,965,1940,1254,3194,2,1,10,2,1934.0,2,380,0,0,359100
610,61.0,7943,4,1961,1961,192.0,903,1029,1029,0,1029,1,0,5,0,1961.0,1,261,64,0,118500
611,70.04995836802665,11050,9,2000,2000,204.0,904,1440,1476,677,2153,2,1,8,2,2000.0,3,736,253,142,313000
612,70.04995836802665,10395,6,1978,1978,233.0,605,1032,1032,0,1032,2,0,6,1,1978.0,2,564,0,0,148000
613,70.04995836802665,11885,8,2001,2001,108.0,990,1299,1299,573,1872,2,1,7,1,2001.0,2,531,160,122,261500
614,70.0,8402,5,2007,2007,0.0,206,1120,1120,0,1120,1,0,6,0,1978.5061638868744,0,0,0,30,147000
615,21.0,1491,4,1972,1972,0.0,150,630,630,0,630,1,0,3,0,1978.5061638868744,0,0,96,24,75500
616,80.0,8800,6,1963,1963,156.0,763,936,1054,0,1054,1,0,6,0,1963.0,2,480,120,0,137500
617,70.04995836802665,7861,6,2002,2003,0.0,457,783,807,702,1509,2,1,7,1,2002.0,2,393,100,75,183200
618,59.0,7227,6,1954,1954,0.0,0,832,832,0,832,1,0,4,0,1962.0,2,528,0,0,105500
619,90.0,11694,9,2007,2007,452.0,48,1822,1828,0,1828,2,0,9,1,2007.0,3,774,0,108,314813
620,85.0,12244,8,2003,2003,226.0,871,1482,1482,780,2262,2,1,10,2,2003.0,3,749,168,0,305000
621,45.0,8248,3,1914,1950,0.0,41,864,864,0,864,1,0,5,0,1978.5061638868744,0,0,0,0,67000
622,90.0,10800,6,1974,1997,0.0,956,1522,1548,1066,2614,2,1,9,1,1974.0,2,624,38,243,240000
623,71.0,7064,5,1977,1977,153.0,560,980,980,0,980,1,0,6,0,1986.0,2,484,192,0,135000
624,70.04995836802665,2117,6,2000,2000,513.0,420,756,756,756,1512,2,1,4,1,2000.0,2,440,0,32,168500
625,80.0,10400,6,1972,1972,288.0,247,732,1012,778,1790,1,2,8,1,1972.0,2,484,148,0,165150
626,87.0,10000,6,1962,1962,261.0,0,1116,1116,0,1116,1,1,5,0,1962.0,2,440,0,0,160000
627,70.04995836802665,12342,5,1960,1978,0.0,0,978,1422,0,1422,1,0,6,1,1960.0,1,286,0,0,139900
628,80.0,9600,6,1955,1972,164.0,674,1156,1520,0,1520,1,0,7,2,1955.0,1,364,0,0,153000
629,70.0,11606,5,1969,1969,192.0,650,1040,1040,1040,2080,1,2,9,2,1969.0,2,504,335,0,135000
630,82.0,9020,6,1964,1964,259.0,624,1248,1350,0,1350,1,1,6,0,1964.0,2,520,176,0,168500
631,50.0,9000,5,1880,1991,0.0,0,636,1089,661,1750,1,0,8,0,1937.0,1,240,0,0,124000
632,34.0,4590,8,2006,2006,108.0,24,1554,1554,0,1554,2,0,6,1,2006.0,2,627,156,73,209500
633,85.0,11900,7,1977,1977,209.0,822,1386,1411,0,1411,2,0,6,1,1977.0,2,544,192,0,82500
634,80.0,9250,5,1954,2005,0.0,480,1056,1056,0,1056,1,0,6,0,1954.0,1,260,390,0,139400
635,64.0,6979,6,1980,1980,0.0,1056,1056,1056,0,1056,0,0,4,0,1980.0,2,576,264,56,144000
636,60.0,10896,6,1914,1995,0.0,256,1440,1440,1440,3395,2,0,14,0,1978.5061638868744,0,0,0,110,200000
637,51.0,6120,2,1936,1950,0.0,0,264,800,0,800,1,0,4,1,1978.5061638868744,0,0,0,0,60000
638,50.0,6000,5,1954,1954,0.0,0,811,811,576,1387,2,0,7,0,1954.0,1,256,0,0,93000
639,67.0,8777,5,1910,1950,0.0,0,796,796,0,796,1,0,4,0,1978.5061638868744,0,0,328,0,85000
640,53.0,3982,8,2006,2006,0.0,1154,1520,1567,0,1567,2,0,7,1,2006.0,3,648,312,0,264561
641,62.0,12677,8,2003,2004,472.0,1218,1518,1518,0,1518,1,1,6,1,2003.0,2,588,185,140,274000
642,70.04995836802665,7050,7,2001,2001,0.0,738,1057,1057,872,1929,2,1,7,1,2001.0,2,650,0,235,226000
643,75.0,13860,8,1972,1995,0.0,1410,1952,2000,704,2704,2,1,9,3,1972.0,2,538,269,111,345000
644,80.0,10793,5,1969,1969,263.0,493,780,780,840,1620,2,1,7,0,1969.0,2,462,208,0,152000
645,85.0,9187,9,2009,2009,162.0,1121,1766,1766,0,1766,2,1,7,1,2009.0,3,478,195,130,370878
646,70.04995836802665,10530,6,1971,1971,0.0,282,981,981,0,981,1,1,5,0,1979.0,2,576,0,312,143250
647,60.0,7200,5,1950,1950,0.0,0,0,1048,0,1048,1,0,7,0,1950.0,2,420,0,27,98300
648,85.0,10452,6,1953,1953,216.0,500,1094,1094,0,1094,1,0,5,2,1953.0,2,495,0,0,155000
649,70.0,7700,6,1966,1966,351.0,0,756,1051,788,1839,1,1,7,1,1966.0,2,442,0,124,155000
650,21.0,1936,4,1970,1970,0.0,131,630,630,0,630,1,0,3,0,1978.5061638868744,0,0,0,0,84500
651,65.0,8125,7,2007,2007,103.68526170798899,0,813,822,843,1665,2,1,7,0,2007.0,2,562,0,0,205950
652,60.0,9084,4,1940,1950,0.0,0,755,755,755,1510,1,0,7,1,1940.0,1,296,120,0,108000
653,70.0,8750,7,1996,1996,0.0,0,880,909,807,1716,2,1,7,1,1996.0,2,512,0,120,191000
654,60.0,10320,6,1906,1995,0.0,0,756,756,713,1469,1,0,7,0,1906.0,1,216,57,0,135000
655,91.0,10437,8,1995,1995,660.0,1696,2109,2113,0,2113,2,1,7,1,1995.0,3,839,236,46,350000
656,21.0,1680,6,1971,1971,381.0,0,525,525,567,1092,1,1,6,0,1971.0,1,264,0,0,88000
657,72.0,10007,5,1959,2006,54.0,806,1053,1053,0,1053,1,1,5,0,1959.0,1,312,0,0,145500
658,60.0,7200,7,1931,2000,0.0,0,776,851,651,1502,1,1,6,1,1931.0,1,270,0,0,149000
659,78.0,17503,6,1948,1950,0.0,0,912,912,546,1458,1,0,6,1,1948.0,1,330,192,0,97500
660,75.0,9937,5,1964,1999,0.0,637,1486,1486,0,1486,1,0,7,0,1968.0,2,480,0,0,167000
661,70.04995836802665,12384,7,1976,1976,233.0,0,793,1142,793,1935,2,1,7,1,1976.0,2,550,0,113,197900
662,52.0,46589,8,1994,2005,528.0,1361,1629,1686,762,2448,2,1,8,1,1994.0,3,711,517,76,402000
663,120.0,13560,6,1968,1968,216.0,0,1392,1392,0,1392,1,0,5,2,1968.0,2,576,0,0,110000
664,90.0,10012,4,1972,1972,0.0,920,1138,1181,0,1181,2,0,6,0,1974.0,2,588,0,0,137500
665,49.0,20896,8,2005,2006,0.0,1721,2077,2097,0,2097,1,1,8,1,2005.0,3,1134,192,267,423000
666,106.0,11194,8,2000,2000,40.0,0,1406,1454,482,1936,2,1,7,1,2000.0,2,504,188,124,230500
667,70.04995836802665,18450,6,1965,1979,113.0,187,1021,1465,915,2380,2,1,7,1,1965.0,2,596,0,265,129000
668,65.0,8125,6,1994,1998,258.0,1138,1408,1679,0,1679,2,0,7,1,1994.0,2,575,224,42,193500
669,70.04995836802665,14175,5,1956,1987,0.0,988,1188,1437,0,1437,1,1,6,1,1999.0,2,576,304,0,168000
670,80.0,11600,4,1922,1950,0.0,0,700,1180,0,1180,1,0,5,1,1922.0,1,252,0,0,137500
671,64.0,8633,6,2005,2005,0.0,193,738,738,738,1476,2,1,7,0,2005.0,2,540,100,35,173500
672,54.0,6629,6,1925,1950,0.0,551,672,697,672,1369,2,0,6,0,1930.0,1,300,147,0,103600
673,70.04995836802665,11250,6,1977,1977,0.0,767,1208,1208,0,1208,1,1,6,1,1977.0,2,546,198,42,165000
674,110.0,14442,6,1957,2004,106.0,1186,1477,1839,0,1839,2,0,7,2,1957.0,2,416,0,87,257500
675,80.0,9200,6,1965,1965,0.0,892,1136,1136,0,1136,1,0,5,1,1965.0,1,384,426,0,140000
676,24.0,2289,6,1978,1978,0.0,311,855,855,586,1441,2,1,7,1,1978.0,2,440,28,0,148500
677,60.0,9600,4,1900,1950,0.0,0,1095,1095,679,1774,2,0,8,0,1920.0,3,779,0,0,87000
678,52.0,9022,5,1924,2006,0.0,0,768,792,0,792,1,0,5,0,1924.0,1,240,316,0,109500
679,80.0,11844,8,2008,2008,464.0,0,2046,2046,0,2046,2,1,7,1,2008.0,3,834,322,82,372500
680,70.04995836802665,9945,5,1961,1961,57.0,827,988,988,0,988,1,0,5,0,1963.0,2,572,0,0,128500
681,50.0,8012,6,1980,1980,0.0,543,923,923,0,923,2,0,5,1,1980.0,1,264,80,0,143000
682,55.0,4500,5,1932,2000,0.0,182,793,848,672,1520,1,0,6,0,1968.0,1,281,0,0,159434
683,70.04995836802665,2887,6,1996,1997,0.0,1003,1291,1291,0,1291,1,0,6,1,1996.0,2,431,307,0,173000
684,90.0,11248,9,2002,2002,215.0,1059,1626,1668,0,1668,2,0,7,1,2002.0,3,702,257,45,285000
685,58.0,16770,7,1998,1998,30.0,0,1195,1195,644,1839,2,1,7,0,1998.0,2,486,0,81,221000
686,70.04995836802665,5062,7,1984,1984,0.0,828,1190,1190,900,2090,2,0,6,1,1984.0,2,577,219,0,207500
687,84.0,10207,7,2007,2007,0.0,0,874,874,887,1761,3,0,7,0,2007.0,2,578,144,105,227875
688,70.04995836802665,5105,7,2004,2004,0.0,239,551,551,551,1102,2,1,4,0,2004.0,2,480,0,60,148800
689,60.0,8089,8,2007,2007,0.0,945,1419,1419,0,1419,2,0,7,1,2007.0,2,567,140,0,392000
690,61.0,7577,6,2005,2006,256.0,20,1362,1362,0,1362,2,0,6,1,2005.0,2,460,192,28,194700
691,70.04995836802665,4426,6,2004,2004,147.0,697,848,848,0,848,1,0,3,1,2004.0,2,420,149,0,141000
692,104.0,21535,10,1994,1995,1170.0,1455,2444,2444,1872,4316,3,1,10,2,1994.0,3,832,382,50,755000
693,42.0,26178,7,1989,1990,293.0,965,1210,1238,1281,2519,2,1,9,2,1989.0,2,628,320,27,335000
694,60.0,5400,5,1921,1968,0.0,0,1073,1073,0,1073,1,0,4,0,1968.0,1,326,0,0,108480
695,51.0,6120,5,1936,1950,0.0,0,927,1067,472,1539,1,1,5,0,1995.0,2,576,112,0,141500
696,54.0,13811,6,1987,1987,72.0,980,1112,1137,0,1137,2,0,5,1,1987.0,2,551,125,0,176000
697,50.0,6000,5,1921,1950,0.0,616,616,616,0,616,1,0,4,0,1921.0,1,205,0,0,89000
698,57.0,6420,5,1952,1952,0.0,210,980,1148,0,1148,1,0,6,0,1952.0,1,308,0,0,123500
699,65.0,8450,5,1965,2009,0.0,553,894,894,0,894,1,0,5,1,1973.0,1,336,416,144,138500
700,59.0,4282,7,2004,2004,0.0,16,1391,1391,0,1391,2,0,5,0,2004.0,2,530,156,158,196000
701,85.0,14331,8,2002,2002,630.0,1274,1800,1800,0,1800,2,0,7,1,2002.0,3,765,270,78,312500
702,80.0,9600,7,1969,1969,168.0,0,1164,1164,0,1164,1,1,6,0,1969.0,2,528,0,0,140000
703,82.0,12438,8,2006,2006,466.0,0,1234,1264,1312,2576,2,1,10,1,2006.0,3,666,324,100,361919
704,76.0,7630,5,1900,1996,0.0,0,360,1032,780,1812,2,0,8,1,1999.0,2,672,344,0,140000
705,70.0,8400,7,2004,2005,109.0,712,1473,1484,0,1484,2,0,7,0,2004.0,2,606,0,35,213000
706,70.0,5600,4,1930,1950,0.0,0,0,372,720,1092,2,0,7,0,1978.5061638868744,0,0,0,0,55000
707,70.04995836802665,115149,7,1971,2002,351.0,1219,1643,1824,0,1824,2,0,5,2,1971.0,2,739,380,48,302000
708,48.0,6240,8,2006,2006,176.0,863,1324,1324,0,1324,2,0,6,1,2006.0,2,550,192,38,254000
709,65.0,9018,7,2007,2007,0.0,0,728,728,728,1456,2,1,8,1,2007.0,2,400,100,24,179540
710,70.04995836802665,7162,5,1966,1966,41.0,0,876,904,0,904,1,0,6,0,1966.0,1,408,0,0,109900
